MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Lot Area * Frontage,Year Built* Year Remod/Add
70,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Unf,0.0,Unf,0.0,736.0,736.0,GasA,Ex,1,SBrkr,751,783,0,1534,0.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,112,0,0,0,0,NA,NA,NA,0,7,2007,WD ,148000,648000.0,3788105
120,RL,39.0,5389,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,0.0,415.0,1595.0,GasA,Ex,1,SBrkr,1616,0,0,1616,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2.0,608.0,TA,TA,Y,237,152,0,0,0,0,NA,NA,NA,0,3,2010,WD ,236500,210171.0,3982020
50,RL,60.0,10890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,930.0,Unf,0.0,128.0,1058.0,GasA,TA,1,SBrkr,1058,493,0,1551,1.0,0.0,2,0,3,1,Fa,6,Typ,0,NA,Detchd,Unf,1.0,240.0,Fa,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2006,WD ,137000,653400.0,3779100
20,RL,68.0,9768,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,100.0,ALQ,247.0,613.0,960.0,GasA,Gd,1,SBrkr,960,0,0,960,1.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Attchd,RFn,1.0,330.0,TA,TA,Y,0,70,0,0,0,0,NA,MnPrv,NA,0,2,2009,WD ,122000,664224.0,3822025
20,RL,73.0,8993,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Ex,1,SBrkr,1302,0,0,1302,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,Fin,2.0,436.0,TA,TA,Y,0,22,0,0,0,0,NA,NA,NA,0,8,2007,New,176485,656489.0,4028049
30,RL,50.0,11672,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,1,FuseA,816,0,0,816,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1.0,210.0,Fa,Fa,N,168,0,112,0,0,0,NA,NA,NA,0,7,2006,WD ,109000,583600.0,3753750
120,RM,69.05520046484602,9763,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,Gd,TA,PConc,Gd,TA,No,GLQ,1102.0,ALQ,72.0,328.0,1502.0,GasA,Ex,1,SBrkr,1502,0,0,1502,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,Fin,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,9,2007,WD ,330000,674185.9221382918,3992004
20,RM,56.0,9836,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,0.0,96.0,192.0,GasA,Gd,0,SBrkr,1133,0,0,1133,1.0,0.0,1,0,3,1,TA,7,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,0,175,0,0,0,0,NA,NA,NA,0,12,2008,WD ,143000,550816.0,4032064
60,RL,89.0,10557,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,672.0,Unf,0.0,736.0,1408.0,GasA,Ex,1,SBrkr,1671,1407,0,3078,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,3.0,806.0,TA,TA,Y,108,87,0,0,0,0,NA,NA,NA,0,7,2007,WD ,410000,939573.0,3992004
60,RL,70.0,8462,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,0.0,114.0,928.0,GasA,Ex,1,SBrkr,936,785,0,1721,0.0,1.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,471.0,TA,TA,Y,300,87,0,0,0,0,NA,NA,NA,0,7,2007,WD ,201000,592340.0,3976036
50,RL,60.0,10818,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,1077.0,1077.0,GasA,TA,1,FuseA,981,779,0,1760,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Detchd,Unf,2.0,648.0,Fa,TA,Y,120,0,96,0,0,0,NA,NA,NA,0,2,2006,COD,80000,649080.0,3724500
70,RL,61.0,7259,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774.0,LwQ,150.0,104.0,1028.0,GasA,Ex,1,SBrkr,1436,884,0,2320,1.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,Unf,1.0,180.0,TA,TA,Y,224,0,0,0,0,0,NA,MnPrv,NA,0,7,2007,WD ,259500,442799.0,3893890
60,RL,69.05520046484602,11800,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,766.0,Unf,0.0,356.0,1122.0,GasA,Ex,1,SBrkr,1146,1340,0,2486,1.0,0.0,3,1,5,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,2.0,452.0,TA,TA,Y,143,32,0,0,0,0,NA,NA,NA,0,7,2007,WD ,279900,814851.3654851831,4014012
20,RL,75.0,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,906.0,0.0,1246.0,GasA,Ex,1,SBrkr,1246,0,0,1246,1.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,1.0,305.0,TA,TA,Y,218,0,0,0,0,0,NA,GdPrv,NA,0,5,2010,WD ,154000,562500.0,3906246
50,RL,69.05520046484602,159000,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697.0,Unf,0.0,747.0,1444.0,GasA,Gd,1,SBrkr,1444,700,0,2144,0.0,1.0,2,0,4,1,Gd,7,Typ,2,TA,Attchd,Fin,2.0,389.0,TA,TA,Y,0,98,0,0,0,0,NA,NA,Shed,500,6,2007,WD ,277000,10979776.873910518,3927748
50,RL,62.0,6488,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,230.0,Unf,0.0,569.0,799.0,GasA,Ex,0,FuseA,799,351,0,1150,0.0,0.0,1,0,3,1,TA,6,Mod,2,TA,BuiltIn,Unf,1.0,215.0,TA,TA,Y,264,0,0,0,0,0,NA,NA,NA,0,3,2006,WD ,128000,402256.0,3786900
20,RL,110.0,14230,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1566.0,1566.0,GasA,Ex,1,SBrkr,1600,0,0,1600,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,890.0,TA,TA,Y,0,56,0,0,0,0,NA,NA,NA,0,7,2009,WD ,256300,1565300.0,4028049
50,RL,110.0,7810,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,741.0,930.0,GasA,Ex,1,SBrkr,1230,525,0,1755,0.0,0.0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,Unf,1.0,231.0,Fa,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,11,2007,WD ,188000,859100.0,3865790
20,RL,85.0,14331,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,526.0,1800.0,GasA,Ex,1,SBrkr,1800,0,0,1800,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,765.0,TA,TA,Y,270,78,0,0,0,0,NA,NA,NA,0,5,2006,WD ,312500,1218135.0,4008004
160,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,1,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,NA,NA,NA,0,6,2010,WD ,151000,95460.0,4018020
160,RM,24.0,1920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,294.0,765.0,GasA,Ex,1,SBrkr,765,600,0,1365,1.0,0.0,1,1,2,1,TA,6,Min1,0,NA,Detchd,Unf,2.0,440.0,TA,TA,Y,240,36,0,0,0,0,NA,NA,NA,0,8,2007,WD ,122500,46080.0,3884841
60,RL,68.0,10110,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,80.0,ALQ,555.0,200.0,835.0,GasA,Ex,1,SBrkr,835,861,0,1696,1.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,542.0,TA,TA,Y,143,66,0,0,0,0,NA,NA,NA,0,7,2008,WD ,188000,687480.0,4012009
60,RL,91.0,10984,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,945.0,945.0,GasA,Ex,1,SBrkr,945,864,0,1809,0.0,0.0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,RFn,2.0,638.0,TA,TA,Y,144,54,0,0,0,0,NA,NA,NA,0,5,2006,New,209700,999544.0,4022030
20,RL,85.0,14082,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,1558.0,Unf,0.0,662.0,2220.0,GasA,Ex,1,SBrkr,2234,0,0,2234,1.0,0.0,1,1,1,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,724.0,TA,TA,Y,390,80,0,0,0,0,NA,NA,NA,0,1,2007,WD ,441929,1196970.0,4024036
60,RL,50.0,8480,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,602.0,Unf,0.0,284.0,886.0,GasA,Ex,1,SBrkr,886,794,0,1680,0.0,1.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,474.0,TA,TA,Y,144,96,0,0,0,0,NA,NA,NA,0,10,2008,WD ,163000,424000.0,3974042
60,RL,69.05520046484602,12205,Pave,NA,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,0.0,264.0,832.0,GasA,Gd,1,SBrkr,976,1111,0,2087,0.0,0.0,2,1,5,1,Gd,9,Typ,0,NA,Attchd,Fin,2.0,444.0,TA,TA,Y,133,168,0,0,0,0,NA,NA,NA,0,7,2007,WD ,187500,842818.7216734458,3945762
20,RL,90.0,15750,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,216.0,1462.0,GasA,Ex,1,SBrkr,1513,0,0,1513,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2.0,521.0,TA,TA,Y,135,34,0,0,0,0,NA,NA,NA,0,6,2009,WD ,220000,1417500.0,3998000
20,RL,70.0,8050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,474.0,BLQ,38.0,437.0,949.0,GasA,TA,1,SBrkr,1107,0,0,1107,1.0,0.0,1,0,3,1,Gd,5,Typ,0,NA,Attchd,RFn,1.0,308.0,TA,TA,Y,88,64,0,0,0,0,NA,NA,NA,0,3,2007,WD ,127000,563500.0,3920231
20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,Ex,1,SBrkr,827,0,0,827,0.0,0.0,1,0,2,1,TA,5,Mod,1,Po,Detchd,Unf,1.0,392.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD ,107500,432000.0,3923685
75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,GasA,Ex,1,SBrkr,742,742,0,1484,0.0,0.0,2,0,3,1,TA,9,Typ,1,Gd,NA,NA,0.0,0.0,NA,NA,Y,0,291,134,0,0,0,NA,NA,NA,0,6,2008,WD ,128000,220500.0,3829914
30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,Gd,0,FuseP,764,0,0,764,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2.0,504.0,TA,TA,N,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD ,73000,156960.0,3857700
20,RL,72.0,11846,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567.0,Unf,0.0,225.0,1792.0,GasA,Ex,1,SBrkr,1792,0,0,1792,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,3.0,874.0,TA,TA,Y,206,49,0,0,0,0,NA,NA,NA,0,8,2006,WD ,374000,852912.0,4014012
60,RL,130.0,16900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1075.0,Unf,0.0,404.0,1479.0,GasA,Ex,1,SBrkr,1515,1134,0,2649,1.0,0.0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3.0,746.0,TA,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,1,2008,WD ,421250,2197000.0,4006002
60,RL,69.05520046484602,9636,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,808.0,808.0,GasA,Gd,1,SBrkr,808,785,0,1593,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,RFn,2.0,389.0,TA,TA,Y,342,40,0,0,0,0,NA,MnPrv,NA,0,12,2009,WD ,178000,665415.9116792562,3970056
85,RL,90.0,10012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920.0,Rec,180.0,38.0,1138.0,GasA,TA,1,SBrkr,1181,0,0,1181,1.0,0.0,2,0,3,1,TA,6,Typ,0,NA,Detchd,RFn,2.0,588.0,TA,TA,Y,0,0,180,0,0,0,NA,MnPrv,NA,0,4,2008,WD ,137500,901080.0,3888784
20,RL,91.0,14303,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314.0,Unf,0.0,672.0,1986.0,GasA,Ex,1,SBrkr,1987,0,0,1987,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,691.0,TA,TA,Y,262,36,0,0,0,0,NA,NA,NA,0,8,2008,WD ,301500,1301573.0,3976036
70,RL,43.0,5707,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,583.0,583.0,GasA,Gd,1,FuseF,647,595,0,1242,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,180.0,Fa,TA,Y,329,96,0,0,0,0,NA,NA,NA,0,3,2009,WD ,105000,245401.0,3773250
20,RL,78.0,9360,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,0.0,216.0,976.0,GasA,TA,1,SBrkr,976,0,0,976,1.0,0.0,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,RFn,2.0,504.0,TA,TA,Y,94,0,0,0,0,0,NA,NA,NA,0,8,2006,WD ,157500,730080.0,3943872
50,RM,40.0,5680,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,969.0,969.0,GasA,TA,0,FuseA,969,245,0,1214,0.0,0.0,1,0,2,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,216.0,TA,TA,N,0,0,77,0,0,0,NA,MnPrv,NA,0,9,2007,WD ,117000,227200.0,3706950
20,RL,70.0,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,468.0,Unf,0.0,396.0,864.0,GasA,Gd,1,SBrkr,864,0,0,864,0.0,1.0,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,2,2006,WD ,105000,490000.0,3849444
50,RL,51.0,10480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,1,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,TA,6,Maj2,0,NA,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2008,WD ,115000,534480.0,3775200
20,RL,95.0,11578,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1736.0,1736.0,GasA,Ex,1,SBrkr,1736,0,0,1736,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3.0,834.0,TA,TA,Y,319,90,0,0,0,0,NA,NA,NA,0,7,2009,WD ,360000,1099910.0,4032064
90,RL,64.0,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,1,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,TA,8,Typ,0,NA,Attchd,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,118858,449152.0,3916441
60,RL,69.05520046484602,9130,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,GLQ,400.0,Rec,64.0,336.0,800.0,GasA,Gd,1,SBrkr,800,832,0,1632,0.0,1.0,1,1,4,1,Gd,7,Typ,0,NA,Attchd,Unf,2.0,484.0,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,7,2008,WD ,173000,630473.9802440442,3932000
30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,1,FuseA,725,0,0,725,0.0,0.0,1,1,1,1,TA,4,Typ,0,NA,Detchd,Unf,1.0,320.0,TA,TA,Y,0,30,0,0,0,0,NA,NA,NA,0,11,2009,WD ,78500,648000.0,3776220
60,RL,62.0,8244,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,1,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,440.0,TA,TA,Y,100,48,0,0,0,0,NA,NA,NA,0,5,2007,WD ,183500,511128.0,4016016
20,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,0,SBrkr,936,0,0,936,0.0,0.0,1,0,2,1,TA,4,Min2,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,0,32,112,0,0,0,NA,NA,NA,0,2,2009,WD ,93000,360000.0,3814209
120,RL,69.05520046484602,3621,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1084.0,Unf,0.0,322.0,1406.0,GasA,Ex,1,SBrkr,1589,0,0,1589,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3.0,630.0,TA,TA,Y,143,20,0,0,0,0,NA,NA,NA,0,11,2007,WD ,226500,250048.88088320746,4012009
